panel,source_table,dataset,target,feature_set,variable,bin,n,x_min,x_max,x_center,metric,value,notes
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(1.999, 8.3]",206,2.0,8.3,5.15,overpredict_fraction,0.5194174757281553,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(8.3, 9.5]",203,8.4,9.5,8.95,median_signed_residual,0.0347504087765973,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(8.3, 9.5]",203,8.4,9.5,8.95,mean_signed_residual,0.0506969910311682,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(8.3, 9.5]",203,8.4,9.5,8.95,mae_residual,0.1807823132097596,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(8.3, 9.5]",203,8.4,9.5,8.95,q90_abs_residual,0.4323334352825849,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(8.3, 9.5]",203,8.4,9.5,8.95,overpredict_fraction,0.5714285714285714,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(9.5, 10.5]",204,9.6,10.5,10.05,median_signed_residual,0.0041589623602542,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(9.5, 10.5]",204,9.6,10.5,10.05,mean_signed_residual,-0.0094193211596303,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(9.5, 10.5]",204,9.6,10.5,10.05,mae_residual,0.1898014804323803,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(9.5, 10.5]",204,9.6,10.5,10.05,q90_abs_residual,0.4176348616883542,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(9.5, 10.5]",204,9.6,10.5,10.05,overpredict_fraction,0.5098039215686274,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(10.5, 15.24]",186,10.6,15.2,12.899999999999999,median_signed_residual,-0.0233072188178125,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(10.5, 15.24]",186,10.6,15.2,12.899999999999999,mean_signed_residual,-0.0514759695134769,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(10.5, 15.24]",186,10.6,15.2,12.899999999999999,mae_residual,0.1996950017573976,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(10.5, 15.24]",186,10.6,15.2,12.899999999999999,q90_abs_residual,0.3932739726592862,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(10.5, 15.24]",186,10.6,15.2,12.899999999999999,overpredict_fraction,0.4354838709677419,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(15.24, 312.8]",200,15.3,312.8,164.05,median_signed_residual,0.011639718958315,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(15.24, 312.8]",200,15.3,312.8,164.05,mean_signed_residual,0.0192030507346965,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(15.24, 312.8]",200,15.3,312.8,164.05,mae_residual,0.2659510244211228,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(15.24, 312.8]",200,15.3,312.8,164.05,q90_abs_residual,0.5452244072304909,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pga,metadata_plus_early_waveform,source_depth_km,"(15.24, 312.8]",200,15.3,312.8,164.05,overpredict_fraction,0.515,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(1.999, 8.3]",207,2.0,8.3,5.15,median_signed_residual,0.0133997456971863,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(1.999, 8.3]",207,2.0,8.3,5.15,mean_signed_residual,-0.0447589781821847,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(1.999, 8.3]",207,2.0,8.3,5.15,mae_residual,0.1865914558877524,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(1.999, 8.3]",207,2.0,8.3,5.15,q90_abs_residual,0.3665115586833342,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(1.999, 8.3]",207,2.0,8.3,5.15,overpredict_fraction,0.5217391304347826,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(8.3, 9.5]",203,8.4,9.5,8.95,median_signed_residual,0.0245196948382284,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(8.3, 9.5]",203,8.4,9.5,8.95,mean_signed_residual,0.0304500997891626,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(8.3, 9.5]",203,8.4,9.5,8.95,mae_residual,0.1592026872022632,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(8.3, 9.5]",203,8.4,9.5,8.95,q90_abs_residual,0.4182569516967032,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(8.3, 9.5]",203,8.4,9.5,8.95,overpredict_fraction,0.6354679802955665,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(9.5, 10.5]",204,9.6,10.5,10.05,median_signed_residual,0.0072578304823855,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(9.5, 10.5]",204,9.6,10.5,10.05,mean_signed_residual,-0.0199730656177522,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(9.5, 10.5]",204,9.6,10.5,10.05,mae_residual,0.140480926301195,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(9.5, 10.5]",204,9.6,10.5,10.05,q90_abs_residual,0.3017153446464783,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(9.5, 10.5]",204,9.6,10.5,10.05,overpredict_fraction,0.5588235294117647,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(10.5, 15.22]",186,10.6,15.2,12.899999999999999,median_signed_residual,0.0148890287671668,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(10.5, 15.22]",186,10.6,15.2,12.899999999999999,mean_signed_residual,0.0241675324844907,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(10.5, 15.22]",186,10.6,15.2,12.899999999999999,mae_residual,0.1777554019641636,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(10.5, 15.22]",186,10.6,15.2,12.899999999999999,q90_abs_residual,0.372613759773527,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(10.5, 15.22]",186,10.6,15.2,12.899999999999999,overpredict_fraction,0.5645161290322581,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(15.22, 312.8]",200,15.3,312.8,164.05,median_signed_residual,0.0121967438281609,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(15.22, 312.8]",200,15.3,312.8,164.05,mean_signed_residual,-0.0109585860152126,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(15.22, 312.8]",200,15.3,312.8,164.05,mae_residual,0.1593563249947756,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(15.22, 312.8]",200,15.3,312.8,164.05,q90_abs_residual,0.3845319336672086,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,pgv,metadata_plus_early_waveform,source_depth_km,"(15.22, 312.8]",200,15.3,312.8,164.05,overpredict_fraction,0.525,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,sa03,metadata_plus_early_waveform,source_depth_km,"(1.999, 8.3]",206,2.0,8.3,5.15,median_signed_residual,-0.0560097535074326,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,sa03,metadata_plus_early_waveform,source_depth_km,"(1.999, 8.3]",206,2.0,8.3,5.15,mean_signed_residual,-0.0728790544423973,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,sa03,metadata_plus_early_waveform,source_depth_km,"(1.999, 8.3]",206,2.0,8.3,5.15,mae_residual,0.2355569590203244,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,sa03,metadata_plus_early_waveform,source_depth_km,"(1.999, 8.3]",206,2.0,8.3,5.15,q90_abs_residual,0.4702840185742877,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,sa03,metadata_plus_early_waveform,source_depth_km,"(1.999, 8.3]",206,2.0,8.3,5.15,overpredict_fraction,0.4029126213592233,Panel B-D binned residual diagnostic value.
C_instancegm_depth,ground_motion_residual_bins.csv,instancegm,sa03,metadata_plus_early_waveform,source_depth_km,"(8.3, 9.5]",200,8.4,9.5,8.95,median_signed_residual,0.0405197798526275,Panel B-D binned residual diagnostic value.
