global_id,record_id,event_id,station_network_code,station_code,dataset,split,target_pga,target_log10_pga,target_pgv,target_log10_pgv,target_sa03,target_log10_sa03,target_sa10,target_log10_sa10,target_sa30,target_log10_sa30,source_magnitude,source_depth_km,source_distance_km,station_elevation_m,station_vs30_mps,year,n_samples,early_seconds,z_early_absmax,z_early_rms,z_early_std,z_early_p95_abs,n_early_absmax,n_early_rms,n_early_std,n_early_p95_abs,e_early_absmax,e_early_rms,e_early_std,e_early_p95_abs,h_early_absmax,vec_early_absmax,vec_early_rms
knet:TCG0039803081346,TCG0039803081346,9803081346,KNET,TCG003,knet,train,51.835345,1.7146259934106496,,,,,,,,,4.4,52.0,82.102,398.2,,1998.0,11900.0,10.0,30.600786209106445,26.550270080566406,0.7259625196456909,27.580106735229492,15.17176628112793,3.526062488555908,2.5599544048309326,6.433200836181641,16.230344772338867,6.2563934326171875,2.0236852169036865,9.039247512817383,17.191158294677734,32.705360412597656,27.504405975341797
knet:GIF0070305180323,GIF0070305180323,0305180323,KNET,GIF007,knet,train,94.985776,1.9776585751076186,,,,,,,,,4.5,7.0,21.478,995.0,,2003.0,13800.0,10.0,81.24971008300781,12.31644344329834,10.948014259338379,25.42005729675293,60.61220169067383,12.904997825622559,10.896913528442383,23.92041778564453,102.25582122802734,16.25497055053711,14.543395042419434,32.489418029785156,107.0149154663086,107.14996337890625,24.134164810180664
knet:TTR0069709040516,TTR0069709040516,9709040516,KNET,TTR006,knet,train,33.915406,1.5303970203544324,,,,,,,,,5.2,6.0,35.089,19.5,,1997.0,5900.0,10.0,7.808446884155273,2.4193003177642822,2.0390563011169434,4.781734943389893,34.017799377441406,7.68587589263916,7.079607963562012,16.219388961791992,36.492347717285156,10.471492767333984,6.169968605041504,18.619251251220703,39.91249084472656,39.958736419677734,13.212791442871094
knet:FKI0080405090449,FKI0080405090449,0405090449,KNET,FKI008,knet,train,4.405181,0.6439637573987579,,,,,,,,,3.4,11.0,33.709,12.7,,2004.0,6000.0,10.0,5.830456733703613,2.9948792457580566,0.7282676100730896,4.0827460289001465,5.966771125793457,1.8273173570632935,0.8837084174156189,2.9529526233673096,9.421551704406738,2.5032436847686768,1.1883602142333984,3.822766065597534,9.492297172546387,10.377674102783203,4.309828281402588
knet:YMG0150409211013,YMG0150409211013,0409211013,KNET,YMG015,knet,train,5.462133,0.7373622707694525,,,,,,,,,4.2,48.0,64.876,63.5,,2004.0,6000.0,10.0,14.471528053283691,10.8446626663208,0.6556900143623352,11.85936164855957,16.976545333862305,13.077585220336914,0.7117583751678467,13.819278717041016,18.04296875,14.11660099029541,0.7334938645362854,14.944000244140625,23.67916488647461,26.79362678527832,22.088647842407227
knet:TCG0130008191638,TCG0130008191638,0008191638,KNET,TCG013,knet,train,4.297019,0.6331672739950303,,,,,,,,,3.8,56.0,31.128,66.6,,2000.0,11900.0,10.0,13.684988021850586,8.871269226074219,0.9395593404769897,10.198426246643066,17.863988876342773,14.516922950744629,0.7392025589942932,15.744733810424805,16.759872436523438,12.486369132995605,0.68768709897995,13.598346710205078,23.067026138305664,24.382062911987305,21.103315353393555
knet:HRS0020304020138,HRS0020304020138,0304020138,KNET,HRS002,knet,train,4.4105,0.6444878264138584,,,,,,,,,4.2,11.0,56.534,306.1,,2003.0,11900.0,10.0,6.293535232543945,4.3876872062683105,0.3454291820526123,4.914116859436035,5.472660064697266,1.5910089015960693,0.6951948404312134,2.5865793228149414,6.925106048583984,2.7439374923706055,0.7023418545722961,3.8040876388549805,7.0456037521362305,8.56458854675293,5.414083480834961
knet:TCG0109904252127,TCG0109904252127,9904252127,KNET,TCG010,knet,train,8.95652,0.9521393000225267,,,,,,,,,5.1,58.0,108.103,640.0,,1999.0,11900.0,10.0,15.955686569213867,12.541224479675293,0.9648593068122864,13.998163223266602,7.88426399230957,4.769993782043457,0.8222026824951172,5.982303619384766,4.11534309387207,1.4847359657287598,0.8162025213241577,2.6089072227478027,7.884469985961914,16.220300674438477,13.499614715576172
knet:OIT0030209251445,OIT0030209251445,0209251445,KNET,OIT003,knet,val,2.816205,0.4496642652173466,,,,,,,,,4.5,71.0,46.432,5.6,,2002.0,11900.0,10.0,1.0807514190673828,0.2572930157184601,0.25670498609542847,0.5434036254882812,6.538629531860352,3.745572328567505,0.4638638496398926,4.299044609069824,13.320684432983398,10.841310501098633,0.5192228555679321,11.547983169555664,14.440058708190918,14.442831993103027,11.472990989685059
knet:IWT0250401262134,IWT0250401262134,0401262134,KNET,IWT025,knet,train,5.323726,0.7262156952342241,,,,,,,,,4.1,69.0,94.804,370.0,,2004.0,11900.0,10.0,3.0791759490966797,2.570155620574951,0.11764978617429733,2.758777141571045,5.517482757568359,5.176824569702148,0.08633214980363846,5.318903923034668,1.8427371978759766,1.534609079360962,0.0962795689702034,1.7014026641845703,5.725893497467041,6.3573431968688965,5.979986190795898
knet:FKS0300410250605,FKS0300410250605,0410250605,KNET,FKS030,knet,train,37.552387,1.5746375479441865,,,,,,,,,5.8,15.0,51.88,360.0,,2004.0,11900.0,10.0,34.666297912597656,16.78244972229004,3.741985559463501,22.326446533203125,40.19451141357422,10.477402687072754,7.693183422088623,20.623409271240234,56.354759216308594,15.758357048034668,9.319035530090332,27.30209732055664,64.52821350097656,68.45319366455078,25.2933292388916
knet:IWT0210304291004,IWT0210304291004,0304291004,KNET,IWT021,knet,train,8.264244,0.9172031311506288,,,,,,,,,4.8,45.0,94.602,282.0,,2003.0,11900.0,10.0,13.772249221801758,12.922080993652344,0.24963100254535675,13.334548950195312,5.172252655029297,2.7310588359832764,0.7727692723274231,3.830385208129883,16.759395599365234,14.641149520874023,0.521528422832489,15.447198867797852,17.091773986816406,21.341554641723633,19.71806526184082
knet:KOC0090103250910,KOC0090103250910,0103250910,KNET,KOC009,knet,train,2.788118,0.44531115022382156,,,,,,,,,3.8,50.0,61.096,105.0,,2001.0,11900.0,10.0,2.762317657470703,1.8807318210601807,0.16740909218788147,2.1312713623046875,4.960775375366211,2.1945345401763916,0.34896406531333923,2.4469375610351562,3.853321075439453,1.870343804359436,0.3892461359500885,2.309882640838623,5.287833213806152,5.691326141357422,3.4425747394561768
knet:NIG0170410272109,NIG0170410272109,0410272109,KNET,NIG017,knet,train,10.103672,1.0044792390811,,,,,,,,,4.3,11.0,19.818,22.1,,2004.0,11900.0,10.0,16.475915908813477,6.481051921844482,1.187532663345337,7.992517948150635,14.633655548095703,7.110842227935791,1.85312020778656,9.575712203979492,28.79810333251953,20.142175674438477,1.937077283859253,23.031448364257812,29.905071258544922,30.911544799804688,22.322080612182617
knet:TTR0060209170107,TTR0060209170107,0209170107,KNET,TTR006,knet,train,21.680738,1.336074061255307,,,,,,,,,3.9,9.0,18.413,19.5,,2002.0,11900.0,10.0,11.270523071289062,7.463397026062012,0.9707449078559875,8.90089225769043,39.89100646972656,14.616209983825684,3.888131856918335,18.763660430908203,28.557777404785156,7.633837699890137,3.316516399383545,11.55555248260498,49.05954360961914,49.226863861083984,18.100038528442383
knet:FKO0150507050510,FKO0150507050510,0507050510,KNET,FKO015,knet,train,10.897718,1.0373355654850955,,,,,,,,,4.2,15.0,69.552,3.4,,2005.0,11900.0,10.0,25.25019645690918,21.951086044311523,0.6256151795387268,22.832775115966797,16.0672664642334,12.185072898864746,0.6371166706085205,12.95313835144043,24.886608123779297,15.686962127685547,1.2612133026123047,16.57335662841797,26.620132446289062,34.17709732055664,29.604171752929688
knet:GIF0170401061450,GIF0170401061450,0401061450,KNET,GIF017,knet,train,4.48093,0.6513681595231331,,,,,,,,,5.4,37.0,142.107,42.0,,2004.0,11900.0,10.0,12.793302536010742,9.102400779724121,0.5866286754608154,9.968816757202148,4.866361618041992,2.546530246734619,0.6076927185058594,3.4184813499450684,22.668123245239258,19.415599822998047,0.6460961103439331,20.338417053222656,22.746973037719727,24.74158477783203,21.594072341918945
knet:IWT0190104050722,IWT0190104050722,0104050722,KNET,IWT019,knet,train,21.321545,1.3288186713049814,,,,,,,,,4.3,105.0,47.663,103.2,,2001.0,11900.0,10.0,24.388551712036133,20.266799926757812,1.1703263521194458,22.18543243408203,4.010677337646484,0.8906475305557251,0.8672184944152832,2.0273447036743164,8.362770080566406,4.25228214263916,1.0182322263717651,5.880594253540039,8.404275894165039,25.43383026123047,20.727237701416016
knet:FKS0159706120938,FKS0159706120938,9706120938,KNET,FKS015,knet,train,3.844003,0.5847837179358775,,,,,,,,,4.1,44.0,86.391,315.0,,1997.0,5900.0,10.0,27.791976928710938,26.522354125976562,0.18610215187072754,26.816200256347656,8.732080459594727,8.152853965759277,0.1685238927602768,8.434510231018066,14.155387878417969,13.442816734313965,0.14985734224319458,13.668167114257812,16.28826332092285,31.96457862854004,30.83202362060547
knet:IBR0139903081058,IBR0139903081058,9903081058,KNET,IBR013,knet,train,13.490977,1.130043401884254,,,,,,,,,3.9,52.0,35.269,28.5,,1999.0,11900.0,10.0,21.72541618347168,7.331117630004883,2.251559257507324,9.998655319213867,20.650148391723633,7.61503791809082,2.583091974258423,11.284494400024414,19.6835994720459,8.688575744628906,2.5144565105438232,12.059998512268066,21.789669036865234,28.302717208862305,13.683034896850586
knet:KOC0120103260541,KOC0120103260541,0103260541,KNET,KOC012,knet,train,4.668921,0.6692165255576356,,,,,,,,,5.0,49.0,104.479,150.0,,2001.0,11900.0,10.0,1.9519329071044922,0.7259060144424438,0.2766992747783661,1.111435890197754,1.6360282897949219,0.5403138399124146,0.3090003430843353,0.9696841239929199,1.220703125,0.42490947246551514,0.21205578744411469,0.7284760475158691,1.64505934715271,1.9720127582550049,0.9997133016586304
knet:FKS0169803282350,FKS0169803282350,9803282350,KNET,FKS016,knet,train,6.09132,0.7847114152268727,,,,,,,,,4.0,50.0,85.146,375.0,,1998.0,11900.0,10.0,8.827686309814453,7.392627716064453,0.4704829752445221,8.15284252166748,2.749204635620117,1.4552383422851562,0.4695037305355072,2.1712303161621094,4.4384002685546875,2.9426403045654297,0.43838921189308167,3.6512374877929688,4.703220367431641,9.5211181640625,8.0887451171875
knet:KMM0040504200611,KMM0040504200611,0504200611,KNET,KMM004,knet,train,20.189572,1.30512711240533,,,,,,,,,5.8,14.0,113.501,556.0,,2005.0,11900.0,10.0,10.763168334960938,6.536745071411133,1.3078311681747437,8.412492752075195,12.907266616821289,10.275946617126465,0.8372746109962463,11.668956756591797,4.173040390014648,1.088060975074768,0.9995433688163757,2.1450161933898926,12.915440559387207,14.873018264770508,12.22734546661377
knet:AOM0270104030454,AOM0270104030454,0104030454,KNET,AOM027,knet,train,13.606192,1.1337365950937677,,,,,,,,,5.4,62.0,108.434,15.0,,2001.0,11900.0,10.0,6.57963752746582,2.39844012260437,1.167386531829834,4.035460948944092,6.826877593994141,2.696604013442993,1.3948050737380981,4.505527019500732,10.263204574584961,4.782806873321533,1.6611196994781494,7.291209697723389,10.604715347290039,11.345319747924805,5.991613388061523
knet:WKY0070108252221,WKY0070108252221,0108252221,KNET,WKY007,knet,train,3.448951,0.5376870242946797,,,,,,,,,5.1,10.0,146.375,59.0,,2001.0,11900.0,10.0,12.589693069458008,12.176939964294434,0.1269347071647644,12.38396167755127,10.988950729370117,10.611467361450195,0.13649140298366547,10.839223861694336,9.23776626586914,8.951757431030273,0.10055574774742126,9.121990203857422,14.262977600097656,18.880849838256836,18.46659278869629
knet:AIC0079710211955,AIC0079710211955,9710211955,KNET,AIC007,knet,train,5.054904,0.7037129121196689,,,,,,,,,4.3,33.0,81.416,158.0,,1997.0,5900.0,10.0,47.73283004760742,46.64032745361328,0.3193526566028595,47.17166519165039,31.221628189086914,30.326679229736328,0.2589905858039856,30.736743927001953,11.132240295410156,7.685173988342285,0.6688518524169922,8.701038360595703,32.377784729003906,57.09431838989258,56.161285400390625
knet:EHM0070103241625,EHM0070103241625,0103241625,KNET,EHM007,knet,train,18.09701,1.2576068263737235,,,,,,,,,4.2,46.0,8.016,1.4,,2001.0,11900.0,10.0,12.14289665222168,5.444774150848389,1.2205184698104858,7.174026966094971,19.991159439086914,2.8172523975372314,2.085571765899658,4.421508312225342,11.631965637207031,3.1770715713500977,1.5256516933441162,4.963111877441406,20.19623565673828,20.520822525024414,6.904799461364746
knet:OSK0010102090710,OSK0010102090710,0102090710,KNET,OSK001,knet,val,9.040536,0.9561941799157967,,,,,,,,,3.5,11.0,21.426,223.79,,2001.0,11900.0,10.0,11.41977310180664,4.188884735107422,1.2565782070159912,5.841422080993652,13.103723526000977,2.187202215194702,1.729602575302124,3.9591431617736816,11.560440063476562,3.416156530380249,1.4112859964370728,4.998016357421875,13.2620210647583,17.047313690185547,5.831015110015869
knet:IWT0089710210338,IWT0089710210338,9710210338,KNET,IWT008,knet,train,1.704076,0.23148895994041646,,,,,,,,,3.9,50.0,45.593,50.0,,1997.0,11900.0,10.0,13.402938842773438,12.17282485961914,0.2939176857471466,12.628019332885742,8.938074111938477,5.705042362213135,0.5382194519042969,6.3945770263671875,12.10927963256836,10.44284725189209,0.38891369104385376,11.069404602050781,13.976046562194824,18.33424949645996,17.02287483215332
knet:MIE0140010260019,MIE0140010260019,0010260019,KNET,MIE014,knet,test,15.378343,1.1869095432206407,,,,,,,,,3.8,68.0,52.983,85.2,,2000.0,11900.0,10.0,15.584230422973633,9.953784942626953,0.7466242909431458,11.089670181274414,19.97518539428711,9.273117065429688,1.5827277898788452,10.772073745727539,27.256250381469727,12.027536392211914,1.8821768760681152,13.075483322143555,31.993574142456055,33.30099105834961,18.15847396850586
knet:YMN0090303172214,YMN0090303172214,0303172214,KNET,YMN009,knet,train,1.271134,0.10419133528496959,,,,,,,,,4.1,11.0,102.703,233.5,,2003.0,11900.0,10.0,0.8256435394287109,0.6837337017059326,0.0399356447160244,0.753176212310791,0.37026405334472656,0.20949497818946838,0.053720660507678986,0.2909541130065918,4.317045211791992,4.143270492553711,0.04986870288848877,4.230749607086182,4.319690704345703,4.363502502441406,4.204529762268066
knet:AIC0110507111118,AIC0110507111118,0507111118,KNET,AIC011,knet,train,20.631352,1.3145276888020523,,,,,,,,,3.1,14.0,8.056,4.6,,2005.0,6000.0,10.0,11.522062301635742,1.8680460453033447,1.7968083620071411,3.8709516525268555,21.962486267089844,5.808311462402344,2.433241128921509,8.661486625671387,19.453031539916992,5.563014984130859,2.345412015914917,8.358583450317383,25.065898895263672,25.345266342163086,8.256707191467285
knet:MYG0080212020802,MYG0080212020802,0212020802,KNET,MYG008,knet,train,9.177039,0.9627025773454879,,,,,,,,,4.6,54.0,38.457,5.0,,2002.0,11900.0,10.0,10.307073593139648,6.61190938949585,0.8169457316398621,7.899832725524902,11.153697967529297,2.6750144958496094,1.493971824645996,4.514431953430176,14.247417449951172,8.875960350036621,1.1669530868530273,10.86839485168457,16.60160255432129,17.409780502319336,11.386646270751953
knet:IBR0049704110830,IBR0049704110830,9704110830,KNET,IBR004,knet,train,59.257617,1.7727441826728978,,,,,,,,,4.1,54.0,20.556,51.3,,1997.0,5900.0,10.0,31.57639503479004,11.403562545776367,4.538747310638428,17.487789154052734,57.946205139160156,10.297833442687988,9.012887001037598,19.69820213317871,58.53009033203125,8.290451049804688,7.841914176940918,16.869962692260742,58.59038543701172,61.7470588684082,17.459043502807617
knet:GIF0230101061148,GIF0230101061148,0101061148,KNET,GIF023,knet,val,35.422363,1.5492775292885614,,,,,,,,,4.6,48.0,11.013,275.0,,2001.0,11900.0,10.0,32.58466720581055,4.347471714019775,4.337785720825195,8.06422233581543,167.94873046875,153.1453094482422,3.0326597690582275,157.75254821777344,48.66814422607422,18.97551727294922,6.2133588790893555,26.97015953063965,167.9976043701172,168.07760620117188,154.3776397705078
knet:KNG0040111170132,KNG0040111170132,0111170132,KNET,KNG004,knet,test,6.028372,0.7802000440013289,,,,,,,,,4.4,73.0,67.062,31.4,,2001.0,11900.0,10.0,10.198354721069336,8.295275688171387,0.5620266795158386,9.212028503417969,6.365537643432617,4.972530841827393,0.47936204075813293,5.766439437866211,2.9239654541015625,1.5426576137542725,0.5143533945083618,2.3314476013183594,6.543059825897217,11.46285343170166,9.793745040893555
knet:GNM0100502160446,GNM0100502160446,0502160446,KNET,GNM010,knet,train,64.732956,1.8111254393240726,,,,,,,,,5.4,45.0,39.348,21.9,,2005.0,11900.0,10.0,63.04311752319336,29.144262313842773,8.06756591796875,40.693031311035156,59.746978759765625,19.382118225097656,9.296931266784668,32.762001037597656,102.3914794921875,45.67227554321289,10.02787971496582,58.653438568115234,103.12590789794922,110.23905944824219,57.541385650634766
knet:IWT0199711050438,IWT0199711050438,9711050438,KNET,IWT019,knet,train,12.979202,1.1132479915667906,,,,,,,,,4.4,52.0,72.085,103.2,,1997.0,11900.0,10.0,10.596990585327148,6.749650955200195,0.9508019089698792,8.184814453125,11.104583740234375,4.386622428894043,1.2831010818481445,5.891156196594238,14.878988265991211,5.220600128173828,1.7925610542297363,7.204103469848633,15.303303718566895,17.149208068847656,9.594525337219238
knet:HYG0139906140442,HYG0139906140442,9906140442,KNET,HYG013,knet,train,5.357789,0.7289856062598606,,,,,,,,,3.8,13.0,55.784,85.0,,1999.0,11900.0,10.0,6.815910339355469,4.399686813354492,0.5872859358787537,5.275297164916992,14.517784118652344,9.186263084411621,0.7256823778152466,10.10277271270752,17.76862144470215,12.975863456726074,0.8013771176338196,14.1240234375,20.491668701171875,20.887136459350586,16.495988845825195
knet:MYG0030409242044,MYG0030409242044,0409242044,KNET,MYG003,knet,val,3.777689,0.5772262015626841,,,,,,,,,4.2,92.0,88.611,28.0,,2004.0,6000.0,10.0,19.633726119995117,18.895639419555664,0.21918123960494995,19.265487670898438,11.217098236083984,10.49997329711914,0.19881436228752136,10.84315299987793,11.343268394470215,10.70933723449707,0.20215533673763275,11.066930770874023,15.70831298828125,24.957414627075195,24.12435531616211
knet:MYG0039809151756,MYG0039809151756,9809151756,KNET,MYG003,knet,test,3.677523,0.5655553975768207,,,,,,,,,4.0,13.0,70.259,28.0,,1998.0,11900.0,10.0,25.64239501953125,24.66896629333496,0.2462873011827469,25.056970596313477,11.053323745727539,7.602242469787598,0.5079986453056335,8.098840713500977,17.086029052734375,14.936491012573242,0.3350576162338257,15.299165725708008,19.085275650024414,31.61128044128418,29.82366180419922
knet:MYG0120603291928,MYG0120603291928,0603291928,KNET,MYG012,knet,train,6.955548,0.8423313520132644,,,,,,,,,4.8,76.0,132.466,1.73,,2006.0,6000.0,10.0,32.75859451293945,30.949392318725586,0.5600293278694153,31.865924835205078,41.654541015625,40.74107360839844,0.29164502024650574,41.205020904541016,10.04986572265625,9.08005428314209,0.3150940537452698,9.618731498718262,42.70121383666992,53.485015869140625,51.96294403076172
knet:OIT0130004300919,OIT0130004300919,0004300919,KNET,OIT013,knet,val,3.959447,0.5976345340014871,,,,,,,,,4.0,52.0,53.199,117.0,,2000.0,11900.0,10.0,6.058454513549805,3.5649399757385254,0.6140422224998474,4.357600212097168,5.71441650390625,2.971949338912964,0.6529783606529236,3.872525691986084,10.107040405273438,6.179092884063721,0.6501516699790955,7.088971138000488,10.705321311950684,10.737905502319336,7.728031635284424
knet:IBR0110010042000,IBR0110010042000,0010042000,KNET,IBR011,knet,train,5.173493,0.7137838658008762,,,,,,,,,4.0,56.0,60.855,26.0,,2000.0,11900.0,10.0,12.021303176879883,10.163110733032227,0.3966417908668518,10.804903030395508,3.9131641387939453,0.5745368003845215,0.5157380700111389,0.8839011192321777,6.696224212646484,4.335558891296387,0.42957693338394165,4.822099208831787,7.236015796661377,12.861164093017578,11.064175605773926
knet:NIG0200501092015,NIG0200501092015,0501092015,KNET,NIG020,knet,train,179.41514,2.2538590883235825,,,,,,,,,4.2,10.0,4.333,93.1,,2005.0,11900.0,10.0,102.6620864868164,9.622580528259277,8.368122100830078,15.373647689819336,159.27218627929688,24.7342586517334,15.108055114746094,31.819034576416016,114.1622085571289,11.069865226745605,9.748579025268555,17.576229095458984,195.9608154296875,221.22418212890625,28.756208419799805
knet:AIC0110101061148,AIC0110101061148,0101061148,KNET,AIC011,knet,val,18.093933,1.2575329778352073,,,,,,,,,4.6,48.0,47.348,4.6,,2001.0,11900.0,10.0,13.163328170776367,3.203925609588623,2.323120355606079,5.801784992218018,18.271923065185547,3.7400448322296143,2.68227219581604,6.911075115203857,18.301963806152344,3.414771795272827,3.269882917404175,7.1443915367126465,19.792640686035156,20.108829498291016,5.992807388305664
knet:NGN0240104032357,NGN0240104032357,0104032357,KNET,NGN024,knet,train,19.398363,1.2877650819888014,,,,,,,,,5.1,33.0,63.27,538.5,,2001.0,11900.0,10.0,10.652542114257812,1.9632177352905273,1.856638789176941,3.8559675216674805,16.1745548248291,2.9585893154144287,2.9434926509857178,6.81910514831543,14.74618911743164,3.4461312294006348,2.313424825668335,5.794250965118408,18.540361404418945,18.77507781982422,4.948059558868408
knet:GIF0180101061148,GIF0180101061148,0101061148,KNET,GIF018,knet,val,19.025489,1.2793358279799256,,,,,,,,,4.6,48.0,38.714,320.0,,2001.0,11900.0,10.0,30.349016189575195,20.468473434448242,1.9972078800201416,23.342121124267578,22.700071334838867,6.001999378204346,3.2421669960021973,9.830581665039062,38.1321907043457,23.08191680908203,3.039018154144287,27.92471694946289,38.288448333740234,43.88746643066406,31.428606033325195
knet:KMM0179704092323,KMM0179704092323,9704092323,KNET,KMM017,knet,train,6.118327,0.7866326845643951,,,,,,,,,4.6,8.0,57.684,154.5,,1997.0,5900.0,10.0,3.0837059020996094,0.8649671673774719,0.6305406093597412,1.6379117965698242,8.489131927490234,1.5181502103805542,1.4308933019638062,3.5680174827575684,9.96088981628418,4.012849807739258,1.1290942430496216,5.49929141998291,11.24229621887207,11.249027252197266,4.376746654510498
knet:TKS0070003181108,TKS0070003181108,0003181108,KNET,TKS007,knet,train,2.573451,0.41051590344602595,,,,,,,,,4.1,14.0,59.631,48.0,,2000.0,11900.0,10.0,2.9637813568115234,1.7230250835418701,0.2234133780002594,2.0032405853271484,5.9051513671875,4.250013828277588,0.25940266251564026,4.631757736206055,4.424810409545898,2.921694278717041,0.28172311186790466,3.2537221908569336,6.651155948638916,6.86383581161499,5.437621593475342
knet:IWT0130406120205,IWT0130406120205,0406120205,KNET,IWT013,knet,train,10.769078,1.032178522550267,,,,,,,,,4.6,55.0,95.871,272.0,,2004.0,7000.0,10.0,8.903555870056152,4.915865421295166,1.123286485671997,6.734633922576904,18.53813934326172,15.467794418334961,0.8877063989639282,16.90781593322754,11.818784713745117,9.588447570800781,0.7762088775634766,10.917682647705078,21.93080711364746,22.78693389892578,18.850908279418945
knet:TKY0060106250127,TKY0060106250127,0106250127,KNET,TKY006,knet,test,8.348584,0.921612821215929,,,,,,,,,4.0,32.0,10.622,71.2,,2001.0,11900.0,10.0,15.135526657104492,7.522200107574463,1.3451590538024902,9.31588363647461,20.335912704467773,12.09118938446045,1.1229811906814575,13.578426361083984,8.284330368041992,2.2033097743988037,0.9204193949699402,3.2166361808776855,20.336040496826172,21.58938980102539,14.40954303741455
