global_id,record_id,event_id,station_network_code,station_code,dataset,split,target_pga,target_log10_pga,target_pgv,target_log10_pgv,target_sa03,target_log10_sa03,target_sa10,target_log10_sa10,target_sa30,target_log10_sa30,source_magnitude,source_depth_km,source_distance_km,station_elevation_m,station_vs30_mps,year,n_samples,early_seconds,z_early_absmax,z_early_rms,z_early_std,z_early_p95_abs,n_early_absmax,n_early_rms,n_early_std,n_early_p95_abs,e_early_absmax,e_early_rms,e_early_std,e_early_p95_abs,h_early_absmax,vec_early_absmax,vec_early_rms
"instancegm:bucket851$370,:3,:12000","bucket851$370,:3,:12000",4786171,IV,CPGN,instancegm,train,0.00640663,-2.1933703569505965,0.0008977,-3.046868774816555,0.0004416045,-3.3549665097462236,0.00021008,-3.677615291254596,0.0003749328,-3.4260465648174425,1.4,9.3,18.601,1400.0,606.0,2014.0,12000.0,10.0,6.09906783211045e-05,1.3769451470579952e-05,1.3767792552243918e-05,2.9302367693162523e-05,5.2703286200994626e-05,1.47210212162463e-05,1.47027594721294e-05,2.8734837542288005e-05,3.957404987886548e-05,1.1137613910250366e-05,1.113715916289948e-05,2.1977781216264702e-05,5.270331894280389e-05,7.740555884083733e-05,2.3029388103168458e-05
"instancegm:bucket571$245,:3,:12000","bucket571$245,:3,:12000",21433591,IV,EL6,instancegm,test,0.02155899,-1.6663715889259876,0.00049126,-3.308688596106356,0.0022238987,-2.6528849990292693,0.0001234077,-3.90865774173566,0.0001066918,-3.9718689578163926,2.3,11.0,56.408,978.0,634.0,2019.0,12000.0,10.0,2.7965982098976383e-06,1.000801944428531e-06,9.822005040405202e-07,1.7071348565877997e-06,3.22536129715445e-06,1.070374196388002e-06,9.410560437572713e-07,1.8300181636732304e-06,3.231170012440998e-06,7.976894380590238e-07,7.760041853543953e-07,1.6756052900746e-06,3.5333043797436403e-06,3.694390215969179e-06,1.6684166439517867e-06
"instancegm:bucket989$94,:3,:12000","bucket989$94,:3,:12000",778161,IV,BADI,instancegm,test,0.00424647,-2.3719719397248604,0.00030716,-3.5126353410830697,0.0008521929,-3.0694620884219614,0.0005291128,-3.276451732132415,6.77497e-05,-4.169092623533011,3.2,6.8,178.387,430.0,338.0,2012.0,12000.0,10.0,1.3953879260952817e-06,3.9890844050205487e-07,3.8944298808019084e-07,7.513858122365491e-07,1.9205710941605503e-06,7.569326498924056e-07,3.8408563796110684e-07,1.4431537920245319e-06,1.6443323147541378e-06,5.099884674564237e-07,3.9665144413447706e-07,1.0200861879638978e-06,2.2407662072509993e-06,2.305497673660284e-06,9.960739362213644e-07
"instancegm:bucket432$663,:3,:12000","bucket432$663,:3,:12000",1897449,IV,CESI,instancegm,train,0.01273561,-1.894980248714547,0.00030005,-3.522806368897885,0.0015875763,-2.799265393045328,0.0001331174,-3.875765173450287,1.61242e-05,-4.792521823620097,3.0,9.7,79.02,840.0,318.0,2009.0,12000.0,10.0,1.1414539358156617e-06,2.4363953343709e-07,2.4354827132810897e-07,4.7477959697062033e-07,8.618555398243188e-07,1.9596622280459997e-07,1.9589387534324487e-07,3.8043469885451486e-07,8.752301141612406e-07,2.415627875507198e-07,2.4149522914740373e-07,5.045648663326574e-07,9.993112826123252e-07,1.141767825174611e-06,3.951145970404468e-07
"instancegm:bucket370$91,:3,:12000","bucket370$91,:3,:12000",17649021,IV,NRCA,instancegm,val,0.05817801,-1.2352411380356723,0.00087094,-3.0600117629790926,0.0016964204,-2.7704665136503372,0.0004425878,-3.354000561637193,0.0001213418,-3.9159895669635114,1.8,14.7,33.463,927.0,591.0,2017.0,12000.0,10.0,0.00025859870947897434,5.818465069751255e-05,5.818103818455711e-05,0.00012426114699337631,0.00042703369399532676,6.535605643875897e-05,6.535558350151405e-05,0.00013628261513076723,0.0005817800993099809,9.019787103170529e-05,9.019786375574768e-05,0.00020120209956075996,0.0005838990327902138,0.0006104945787228644,0.0001256683171959594
"instancegm:bucket229$938,:3,:12000","bucket229$938,:3,:12000",14734891,IV,FAGN,instancegm,train,0.00897171,-2.047124772921799,0.00040996,-3.387258515540594,0.0032639704,-2.4862537883908953,0.000217254,-3.6630322187369004,1.56803e-05,-4.804645632525419,2.4,9.8,68.791,761.0,665.0,2017.0,12000.0,10.0,8.478996846861264e-07,2.392065994172299e-07,2.3809333526969567e-07,4.893647655990208e-07,7.830153663235251e-07,2.608866225273232e-07,2.378807977265751e-07,5.103345301904483e-07,8.316008575093292e-07,2.6471647629477957e-07,2.4950435317805386e-07,5.216863314672082e-07,1.0384403594798641e-06,1.0406421324660187e-06,4.4199146032042336e-07
"instancegm:bucket142$514,:3,:12000","bucket142$514,:3,:12000",12867081,IV,T1216,instancegm,train,0.00906041,-2.042852149264828,0.00156194,-2.806335653025552,0.0003541015,-3.4508722335346222,0.0002888484,-3.539330033776353,0.0001511452,-3.8206056403923094,1.7,13.2,43.432,620.0,547.0,2017.0,12000.0,10.0,4.034765515825711e-05,7.94577590568224e-06,7.945553988975007e-06,1.7003692846628837e-05,7.681759598199278e-05,1.4980975720391143e-05,1.4980092601035722e-05,3.5052413295488805e-05,9.060407319338992e-05,1.566106584505178e-05,1.5657600670238025e-05,3.382864088052884e-05,9.257653437089175e-05,9.53769704210572e-05,2.308319744770415e-05
"instancegm:bucket712$943,:3,:12000","bucket712$943,:3,:12000",2395079,IV,ATPC,instancegm,test,0.0059774,-2.223487680759903,7.324e-05,-4.135251664370341,0.0003115272,-3.506504028317191,3.50042e-05,-4.4558798434385665,2.30121e-05,-4.638043747398414,2.0,8.0,88.163,810.0,580.0,2011.0,12000.0,10.0,2.948151518467057e-07,9.659715516363576e-08,9.570807435466122e-08,2.04826861249785e-07,3.62577139867426e-07,1.095374599913157e-07,1.0775473668900304e-07,2.1714812703521602e-07,5.299054350871302e-07,1.65852569011804e-07,1.658517163605211e-07,3.272961350830883e-07,5.300408361108566e-07,5.421691184892552e-07,2.2098990370977845e-07
"instancegm:bucket999$117,:3,:12000","bucket999$117,:3,:12000",7976591,IV,T1241,instancegm,test,0.00671526,-2.172937167748903,0.00013755,-3.8615394052742977,0.0005690998,-3.2448115670167175,2.20154e-05,-4.657273419392982,,,1.1,9.5,16.427,664.0,567.0,2016.0,12000.0,10.0,6.110805657044693e-07,1.2500680668381392e-07,1.2481564226618502e-07,2.7042256078857463e-07,1.3754970495938323e-06,1.587512485912157e-07,1.521961365824609e-07,3.2413581152468396e-07,1.330970917479135e-06,1.8933724277303554e-07,1.8797877032739052e-07,3.72316435459652e-07,1.3782793075733935e-06,1.4365018614626024e-06,2.769065758911893e-07
"instancegm:bucket540$539,:3,:12000","bucket540$539,:3,:12000",21037661,IV,FIAM,instancegm,train,0.00434141,-2.362369197729753,0.00015427,-3.811718520477333,0.0006323191,-3.199063699573272,5.85316e-05,-4.232609603996642,5.2047e-05,-4.283604298257081,1.4,9.7,22.8,1070.0,853.0,2018.0,12000.0,10.0,1.0711310096667148e-06,3.1697129543317715e-07,3.143032358821074e-07,5.747374984821363e-07,1.4179471463648952e-06,3.798899115281529e-07,3.7827032883797074e-07,7.045939582894789e-07,1.5427440303028561e-06,3.4927850833810226e-07,3.4925989211842534e-07,6.50706340366014e-07,1.5920319356155233e-06,1.6197686818486545e-06,6.056258143871673e-07
"instancegm:bucket914$405,:3,:12000","bucket914$405,:3,:12000",6377111,IV,SNAL,instancegm,test,0.00848666,-2.0712631965604333,0.00114094,-2.9427371937536217,0.0024574532,-2.609514744167358,0.0003004367,-3.5222470169609723,0.0002830198,-3.548183180270969,2.9,10.2,84.112,874.0,728.0,2016.0,12000.0,10.0,7.213081698864698e-05,1.5453137166332453e-05,1.5440184142789803e-05,3.059259688598104e-05,4.1866183892125264e-05,9.549718015477993e-06,9.548725756758358e-06,1.9627994333859533e-05,3.483487307676114e-05,8.641887689009309e-06,8.635955055069644e-06,1.7593065422261134e-05,4.18731797253713e-05,7.44004501029849e-05,2.0116629457334056e-05
"instancegm:bucket1097$728,:3,:12000","bucket1097$728,:3,:12000",9441401,IV,T1256,instancegm,train,0.22160675,-0.6544170154097325,0.00261513,-2.582506717167899,0.008256261,-2.083216586420823,0.0006720594,-3.172592340112614,0.000187954,-3.7259484272822125,2.4,10.4,25.358,1536.0,681.0,2016.0,12000.0,10.0,1.5019715647213161e-05,2.8027075131831225e-06,2.8026629479427356e-06,5.7286365517938975e-06,2.366167973377742e-05,4.7865819396974985e-06,4.738214101962512e-06,1.003320994641399e-05,2.2727024770574644e-05,4.92619801661931e-06,4.6866521188349e-06,1.0455845767864957e-05,2.369970388826914e-05,2.424142621748615e-05,7.418488166877069e-06
"instancegm:bucket752$726,:3,:12000","bucket752$726,:3,:12000",2501439,IV,MUCR,instancegm,test,0.00386543,-2.412802187065254,0.00024623,-3.6086590349110965,0.0006470504,-3.189061889981378,0.0001602052,-3.7953233915310904,3.96353e-05,-4.401917850278668,2.4,37.9,101.051,1042.0,580.0,2012.0,12000.0,10.0,7.909334840405791e-07,1.994190341747526e-07,1.992815299445283e-07,3.762943947549502e-07,7.432436177623458e-07,2.186555576599858e-07,2.1715618458983954e-07,4.377048696824204e-07,6.268627998906595e-07,1.7986469913466863e-07,1.7926598161466245e-07,3.5911344298256154e-07,7.556454875157215e-07,8.10294068287476e-07,3.463084112809156e-07
"instancegm:bucket178$1015,:3,:12000","bucket178$1015,:3,:12000",13628571,IV,T1246,instancegm,train,0.16173445,-0.7911974640059765,0.00442732,-2.35385908673774,0.025166603,-1.5991754017706195,0.0022291122,-2.6518680712171525,0.0001594057,-3.797496153239232,2.5,8.3,21.826,1134.0,580.0,2017.0,12000.0,10.0,4.793773405253887e-05,9.417239198228344e-06,9.41631878959015e-06,1.927177254401613e-05,4.427321255207062e-05,1.0293999366695061e-05,1.0293944797012955e-05,2.1479629140230827e-05,4.097234705113806e-05,1.1448582881712355e-05,1.1447996257629711e-05,2.5251865736208856e-05,5.3322681196732447e-05,5.843759936396964e-05,1.8047738194582053e-05
"instancegm:bucket381$733,:3,:12000","bucket381$733,:3,:12000",1803429,IV,MSRU,instancegm,val,0.04310193,-1.3655032827491578,0.00104268,-2.981848956729485,0.0062878574,-2.2014973160614226,0.0003422711,-3.465629769399648,4.71376e-05,-4.3266325332518845,2.6,20.9,29.731,408.0,615.0,2008.0,12000.0,10.0,6.787176516809268e-06,1.865986973825784e-06,1.8659637817108887e-06,3.847919742838712e-06,1.0426787412143312e-05,2.409172566331108e-06,2.408888803984155e-06,5.078685262560612e-06,9.674530701886397e-06,2.7330054308549734e-06,2.7330020202498417e-06,5.722618425352266e-06,1.0906594070547726e-05,1.1763936527131591e-05,4.093328698218102e-06
"instancegm:bucket576$38,:3,:12000","bucket576$38,:3,:12000",21434251,ST,GAGG,instancegm,val,0.00103408,-2.9854458614214026,0.00092597,-3.033403083561599,9.44629e-05,-4.024738725764773,6.37899e-05,-4.195248078669139,4.0159e-05,-4.3962171101033025,0.6,10.0,32.187,1617.0,599.0,2019.0,12000.0,10.0,8.548843652533833e-06,2.345667326153489e-06,2.29934244089236e-06,4.719202479464002e-06,8.888998308975715e-06,2.1394671421148814e-06,2.137776618837961e-06,4.270216777513269e-06,7.770719093969092e-06,2.347063855268061e-06,2.335561021027388e-06,4.697462372860173e-06,9.38030643737875e-06,9.943692020897288e-06,3.94818744098302e-06
"instancegm:bucket886$366,:3,:12000","bucket886$366,:3,:12000",5899401,IV,JOPP,instancegm,train,0.08580212,-1.0665019814644978,0.00195455,-2.708953215256627,0.004973602,-2.3033289710000444,0.0004526841,-3.3442047593230178,4.57374e-05,-4.339728527043366,2.9,9.8,72.927,500.0,609.0,2015.0,12000.0,10.0,6.574000053660711e-06,1.6226396155616385e-06,1.6226268826358137e-06,3.1083172871149145e-06,4.3058716983068734e-06,1.4379152162291575e-06,1.4378291552930023e-06,2.8571782877406804e-06,9.356290320283733e-06,1.7670200804786873e-06,1.7666308167463285e-06,3.3291441923211096e-06,9.52141999732703e-06,9.752123332873452e-06,2.7969481379841454e-06
"instancegm:bucket10$574,:3,:12000","bucket10$574,:3,:12000",10242291,IV,GIGS,instancegm,train,0.0215998,-1.665550270112889,0.00025427,-3.5947048769577132,0.0005001416,-3.300907020879114,3.9088e-05,-4.407956550370638,3.78833e-05,-4.421552196792129,2.2,11.1,45.407,960.0,509.0,2016.0,12000.0,10.0,1.5720116834927467e-06,3.3461242310295347e-07,3.3461219572927803e-07,6.818247584305936e-07,2.526056732676807e-06,4.892921197097166e-07,4.892463607575337e-07,1.0649276873664348e-06,2.5426641059311805e-06,4.836307425648556e-07,4.815200895791349e-07,1.0642294228091487e-06,2.9277468911459437e-06,2.9587965855171205e-06,7.650299949091277e-07
"instancegm:bucket489$774,:3,:12000","bucket489$774,:3,:12000",19988251,IV,SERS,instancegm,train,0.00140925,-2.8510119565077745,0.00010077,-3.9966687414386732,0.0002884774,-3.539888204829734,2.61069e-05,-4.583244694351818,2.78535e-05,-4.555120224720735,2.4,96.9,97.528,1221.0,675.0,2018.0,12000.0,10.0,5.182126869840431e-07,2.2111440500793833e-07,2.2080199357787933e-07,3.84125996788498e-07,2.6879385472966533e-07,1.0494526492266232e-07,1.0287082119475599e-07,2.0245634857474215e-07,3.599060107717378e-07,1.859460354580733e-07,1.7472783042649098e-07,2.797319496039563e-07,3.6557378280122066e-07,5.650057914863282e-07,3.0737763268007257e-07
"instancegm:bucket1033$824,:3,:12000","bucket1033$824,:3,:12000",8669361,IV,MURB,instancegm,train,31.10713,1.4928599441636692,0.90781206,-0.04200405208814462,6.0699186,0.7831828670541925,1.0670286,0.02817606015148093,0.35361665,-0.45146729447093986,4.5,9.2,63.406,845.0,552.0,2016.0,12000.0,10.0,0.004146344494074583,0.0012081937165930867,0.0011568060144782066,0.0026987933088093996,0.006100669968873262,0.001824658247642219,0.0015563865890726447,0.00414404459297657,0.006144366692751646,0.0018334725173190236,0.001800457714125514,0.0041298046708106995,0.007541835308074951,0.00763882789760828,0.002854948630556464
"instancegm:bucket200$140,:3,:12000","bucket200$140,:3,:12000",14088541,OX,MPRI,instancegm,train,0.009469,-2.023695883447997,0.00021092,-3.6758822373405735,0.0008108128,-3.0910794038795104,0.0001088009,-3.9633675121431966,5.04941e-05,-4.296759364200863,2.0,5.4,43.449,762.0,561.0,2017.0,12000.0,10.0,1.3567574796979898e-06,2.7080838549409236e-07,2.7070095143244544e-07,5.820965611746942e-07,2.109216438839212e-06,4.734107221793238e-07,4.7340918740701454e-07,1.0789151474455139e-06,1.5451528270205017e-06,2.884782475121028e-07,2.8844226562796393e-07,6.740938829352672e-07,2.200892822656897e-06,2.2011977307556663e-06,6.16988359070092e-07
"instancegm:bucket683$257,:3,:12000","bucket683$257,:3,:12000",2342251,IV,GRI,instancegm,test,1.5189409,0.18154087636232233,0.01587704,-1.7992304610707435,0.0006558448,-3.1831989204994495,0.0001255008,-3.9013535057807265,1.18079e-05,-4.927827333504781,2.4,11.0,88.79,510.0,467.0,2013.0,12000.0,10.0,6.934380508027971e-05,1.3964286154077854e-05,1.3939179552835412e-05,3.1385257898364216e-05,7.647378515684977e-05,2.159309951821342e-05,2.1593088604277e-05,4.9637656047707424e-05,7.786852802382782e-05,1.7685939383227378e-05,1.7671896785032004e-05,3.8251517253229395e-05,8.605762559454888e-05,0.00010746592306531966,3.120986366411671e-05
"instancegm:bucket1090$518,:3,:12000","bucket1090$518,:3,:12000",9353211,IV,MNTP,instancegm,train,0.11308738,-0.9465858575163246,0.00644385,-2.19085457764613,0.00658813,-2.1812378397200103,0.0014814137,-2.8293236433438747,0.0007455386,-3.1275298661841258,2.5,8.6,33.064,325.0,591.0,2016.0,12000.0,10.0,0.0010406406363472342,0.00018399507098365575,0.00018399502732791007,0.00037041923496872187,0.0008545845048502088,0.00021280859073158354,0.00021280648070387542,0.00046938666491769254,0.001130873803049326,0.00024160475004464388,0.0002416023489786312,0.0005094713415019214,0.0011403750395402312,0.0011632910463958979,0.00037082951166667044
"instancegm:bucket141$281,:3,:12000","bucket141$281,:3,:12000",12751011,IV,T1217,instancegm,val,0.0279596,-1.553469046053516,0.00063058,-3.2002598078148523,0.000648955,-3.1877854171121984,8.34597e-05,-4.078523180714398,0.0001269765,-3.896276648057348,2.1,9.2,41.571,1004.0,766.0,2017.0,12000.0,10.0,2.507113094907254e-06,1.128140183936921e-06,7.971644322424254e-07,2.0510308331722626e-06,4.9156251407111995e-06,1.597127834429557e-06,9.347386367153376e-07,2.3842342216084944e-06,6.305771421466488e-06,2.440290472804918e-06,2.1349558210204123e-06,4.555758550850442e-06,6.683398623863468e-06,6.683599167445209e-06,3.1270649287762353e-06
"instancegm:bucket378$895,:3,:12000","bucket378$895,:3,:12000",18050171,IV,RM33,instancegm,train,0.02297623,-1.6387212299782323,0.00027755,-3.5566587683321207,0.000717867,-3.1439560105160558,4.35062e-05,-4.36144884801277,1.18454e-05,-4.926450269271343,1.4,11.0,21.649,1097.0,721.0,2018.0,12000.0,10.0,1.1202026826140354e-06,3.759028004424181e-07,2.763205486644438e-07,7.342831622736412e-07,2.7755081646319013e-06,5.691990736522712e-07,4.4365336293594737e-07,9.441283168598602e-07,2.499591573723592e-06,4.617285469521448e-07,4.4344386651573586e-07,9.034478694047721e-07,2.791268116197898e-06,2.8210147320351098e-06,8.237012707468239e-07
"instancegm:bucket502$899,:3,:12000","bucket502$899,:3,:12000",2031039,IV,SACR,instancegm,train,0.00177271,-2.7513623054035823,5.457e-05,-4.263046046216854,0.0002374251,-3.6244733704055516,2.59154e-05,-4.586442083507757,1.56542e-05,-4.805369121880546,1.4,10.0,44.896,859.0,627.0,2009.0,12000.0,10.0,2.9285996561156935e-07,1.1697242996433488e-07,1.1685855838550196e-07,2.2152492817895109e-07,5.392886350819026e-07,1.7217661252288963e-07,1.7172229149764462e-07,3.2793371929074056e-07,4.84210488593817e-07,1.4069395604110468e-07,1.328721168647462e-07,2.5334207975902245e-07,5.680866479451652e-07,5.693336220247147e-07,2.512411754196364e-07
"instancegm:bucket209$966,:3,:12000","bucket209$966,:3,:12000",14310441,IV,GIGS,instancegm,test,0.01240443,-1.9064231873403552,0.00017939,-3.7462017701317505,0.0002806301,-3.55186574897828,3.09407e-05,-4.5094698650807885,1.14005e-05,-4.943076101077643,2.1,10.7,54.197,960.0,509.0,2017.0,12000.0,10.0,6.790575639570307e-07,1.5893328964011744e-07,1.5863714963870734e-07,3.296199793112464e-07,1.5330011819969513e-06,2.9730364303759416e-07,2.9725586614404165e-07,5.765150490333326e-07,1.7939071312866872e-06,2.524438968976028e-07,2.5242570700356737e-07,5.681871471097111e-07,1.8628533098308253e-06,1.8653797724255128e-06,4.2116170106965e-07
"instancegm:bucket341$801,:3,:12000","bucket341$801,:3,:12000",1726239,IV,ORI,instancegm,train,3.4805017,0.541641850221628,0.03737327,-1.4274389015930753,0.001573256,-2.8032006032881376,0.0004074536,-3.389921840694089,0.0002227667,-3.6521497286110147,3.1,317.8,48.564,375.0,580.0,2007.0,12000.0,10.0,2.6198482373729348e-05,6.566101092175813e-06,6.021015906298999e-06,1.2748017979902215e-05,2.2213294869288802e-05,5.837076059833635e-06,5.508394679054618e-06,1.2019896530546248e-05,3.320947871543467e-05,8.669842827657703e-06,8.1650587162585e-06,1.801521830202546e-05,3.476041092653759e-05,3.4833406971301883e-05,1.2343068192421924e-05
"instancegm:bucket578$90,:3,:12000","bucket578$90,:3,:12000",2153139,IV,MCRV,instancegm,test,0.008449,-2.073194689888394,0.00049663,-3.3039670494996747,0.0020849544,-2.6809034390331195,0.0008567843,-3.067128500259577,0.0001260917,-3.8993134999680383,3.5,24.1,197.471,1191.0,392.0,2010.0,12000.0,10.0,2.0560919438139535e-06,6.613837513214094e-07,6.594916044377896e-07,1.3726030374527909e-06,3.2123189157573506e-06,8.173287255885953e-07,8.172966659003578e-07,1.7312443105765851e-06,3.1004674383439124e-06,7.581949148516287e-07,7.576747407256335e-07,1.7232534901268082e-06,3.86996680390439e-06,3.978411314164987e-06,1.2962693745066645e-06
"instancegm:bucket27$881,:3,:12000","bucket27$881,:3,:12000",1059001,IV,MILZ,instancegm,train,0.01473355,-1.8316925987339736,0.00021008,-3.677615291254596,0.0006372749,-3.195673186503917,0.0001771826,-3.751578929712074,1.32884e-05,-4.876527307469805,1.8,9.0,7.387,0.0,600.0,2012.0,12000.0,10.0,2.629855771374423e-06,4.3232475377408264e-07,4.3231511881458573e-07,8.878714652382769e-07,2.1008190742577426e-06,3.7464585034285847e-07,3.405091035801888e-07,7.657202445443545e-07,1.6238386706390884e-06,4.071621049206442e-07,4.0079765994960326e-07,8.436684311163845e-07,2.101314294122858e-06,2.97402448268258e-06,7.021717465249822e-07
